movie_id,movie_name
82,"King of Comedy,Left Right Love Destiny"
83,The Little Prince
84,"Valerian and the City of a Thousand Planets,Mr. Six"
85,"Yang ¡À Yin: Gender in Chinese Cinema,Buenos Aires Zero Degree"
86,"Millennium Mambo,Love Is Not a Game But a Joke"
87,"Invisible Target,The Viral Factor"
88,Failan
89,The Paranormal:2002
90,Love For Life
91,Mini-Bus
92,"He Is a Woman, She Is a Man,Left Right Love Destiny"
93,The Island Tales
94,1:99 Shorts
95,Beijing Rocks
96,Unforgettable
97,Princess and Seven Kung Fu Masters
98,Fall In Love Like A Star
99,10+10
100,The Beast Stalker
101,You Deserve To Be Single
102,"To Live and Die in Tsimshatsui,Leslie Cheung"
103,Jackie Chan: My Story
104,Brother
105,Everyday is Valentine
106,When Heaven Burns
107,Hot Summer Days
108,"Lust, Caution,Tiles of Deception, Lurid Affections: The Making of 'Lust, Caution'"
109,"Bodyguards and Assassins,The Stool Pigeon"
110,Life Express
111,Three Times
112,Rumble in the Bronx
113,Kung Fu Panda 3
114,"The Kid,Left Right Love Destiny"
115,Those Were the Days
116,The Foreigner
117,Nana's Rose war
118,"Future Cops,Last Winner"
119,The Last Tycoon
120,Crazy Racer
121,"Levin,Love Is Not a Game But a Joke"
122,City of Glass
123,How Bruce Lee Changed the World
124,"Infernal Affairs,Days of Being Wild"
125,Buddha Mountain
126,Sophie's Revenge
127,Battle of Wits
128,"Earth: One Amazing Day,Bruce Lee: A Warrior's Journey"
129,The Kid
130,"A Chinese Ghost Story III:TaoTaoTao,1:99 Shorts"
131,"Once a Thief,Buenos Aires Zero Degree"
132,Double Tap
133,Comic King
134,"Anecdote of the Court of Heaven,Vampire Family"
135,"L.O.R.D£¨Legend of Ravaging Dynasties£©,All's Well, Ends Well 2012"
136,Help!!!
137,"Jackie Chan: My Story,Bruce Lee: A Warrior's Journey"
138,Flying Swords of Dragon Gate
139,The Equation of Love & Death
140,Perfect Two
141,Golden Chicken 2
142,"My Dear Son,A Chinese Ghost Story III:TaoTaoTao"
143,Levin
144,"From ashes to ashes,Happy Together"
145,Once a Thief
146,Moonlight Express
147,"Mini-Bus,The Little Prince"
148,Anna Magdalena
149,"My Way,Chongqing Blues"
150,Anecdote of the Court of Heaven
151,Night Rose
152,Days of Being Wild
153,Traces of a Dragon: Jackie Chan & His Lost Family
154,The Art of Action: Martial Arts in Motion Picture
155,A Fairy Tale in Beijing
156,"Happy Camp: Bring Happiness Home,Should've Loved You"
157,"1:99 Shorts,True Love"
158,A West Lake Moment
159,"The Island,Love Is Not a Game But a Joke"
160,Port of Call
161,Design Of Death
162,"Happy Running,The Secret Life of Pets"
163,"Running On Karma,Wu Yen"
164,Throw Down
165,The Enigma of Love
166,Dragon's Love
167,"Lost In Thailand,Dearest"
168,"Future Cops,The Wonderful Wedding"
169,Les saisons
170,"Yesteryou Yesterme Yesterday II,Once a Thief"
171,Hooked on You
172,"The Miracle World,Dearest"
173,Hema Hema: Sing Me a Song While I Wait
174,"Super Player,Nana's War"
175,The Love Winner
176,"Love in The Buff,The Breakup Guru"
177,The Miracle World
178,A Chinese Ghost Story III:TaoTaoTao
179,"Yang ¡À Yin: Gender in Chinese Cinema,Farewell My Concubine"
180,"Left Right Love Destiny,Once a Thief"
181,"Yang ¡À Yin: Gender in Chinese Cinema,Once a Thief"
182,Yang ¡À Yin: Gender in Chinese Cinema
183,"Days of Being Wild,Farewell My Concubine"
184,The Legend of Speed
185,The Stool Pigeon
186,Should've Loved You
187,"Somebody Up There Likes Me,Throw Down"
188,"Hollywood Hong-Kong,The Little Prince"
189,"Wu Yen,Left Right Love Destiny"
190,Crazy Stone
191,"The Days of Being Dumb,The Swordsman"
192,Silent Witness
193,Project Eagle
194,Twelve Nights
195,"Perhaps Love,A Chinese Ghost Story II:The Tao In Human World"
196,The Ultimate Task
197,The Little Chinese Seamstress
198,Ip Man 2
199,"Design Of Death,The Little Prince"
200,Farewell My Concubine
201,"He Is a Woman, She Is a Man,Once a Thief"
202,Lost In Thailand
203,A Simple Life
204,Reset
205,Grandpa's Love
206,A Chinese Ghost Story II:The Tao In Human World
207,L.O.R.D£¨Legend of Ravaging Dynasties£©
208,Miracle
209,"Shaolin Popey,A Home Too Far II"
210,"Perhaps Love,Bullet in the Head"
211,Fallen City
212,"The Kid,Buenos Aires Zero Degree"
213,"Double Tap,Days of Being Wild"
214,The Viral Factor
215,The Island
216,Love Trilogy
217,"Ip Man 2,The Crossing I"
218,"The Little Prince,Dearest"
219,"Yang ¡À Yin: Gender in Chinese Cinema,The Kid"
220,"Love in The Buff,Cities In Love"
221,"Saving Mr.Wu,What a Wonderful World"
222,"Happy Together,Farewell My Concubine"
223,"Cold War,Love For Life"
224,Bullet in the Head
225,Floating City
226,Somebody Up There Likes Me
227,Running All The Way
228,"After This Our Exile,And I Hate You So"
229,"The Swordsman,1:99 Shorts"
230,"A West Lake Moment,Life and Death Plunder"
231,"Buenos Aires Zero Degree,From ashes to ashes"
232,"The Swordsman,True Love"
233,"The Message,The Little Chinese Seamstress"
234,Beauty On Duty
235,Running On Karma
236,"King of Comedy,Twelve Nights"
237,The Devotion Of Suspect X
238,The Assassin
239,Flying Dagger
240,"Reset,Perfect Two"
241,"Buenos Aires Zero Degree,Double Tap"
242,"Flash Point,Double Xposure"
243,"July Rhapsody,True Love"
244,Cities In Love
245,Flash Point
246,"A Chinese Ghost Story II:The Tao In Human World,Bullet in the Head"
247,A Home Too Far II
248,"Foreign Lands,McDull, Prince de la Bun"
249,"Happy Together,Left Right Love Destiny"
250,"One Night in Mongkok,Left Right Love Destiny"
251,"He Is a Woman, She Is a Man"
252,"After This Our Exile,Throw Down"
253,"Woman Who Flirt,The Message"
254,"Left Right Love Destiny,He Is a Woman, She Is a Man"
255,"Somebody Up There Likes Me,And I Hate You So"
256,"Moonlight Express,Left Right Love Destiny"
257,To Live and Die in Tsimshatsui
258,Hongmao and Lantu:the Fire Phoenix
259,Happy Together
260,"True Love,Golden Chicken 2"
261,"Bright  Heart,The Last Tycoon"
262,"Moonlight Express,Yang ¡À Yin: Gender in Chinese Cinema"
263,"Farewell My Concubine,Double Tap"
264,"The Wonderful Wedding,Last Winner"
265,"Happy Together,Days of Being Wild"
266,The Mirror
267,Buenos Aires Zero Degree
268,"My Dear Son,A Chinese Ghost Story II:The Tao In Human World"
269,"Love Trilogy,Last Winner"
270,"From ashes to ashes,He Is a Woman, She Is a Man"
271,No Sir
272,"The Little Prince,The Island"
273,China Strike Force
274,"Happy Together,The Kid"
275,"Grandpa's Love,Vampire Family"
276,"L.O.R.D£¨Legend of Ravaging Dynasties£©,The Breakup Guru"
277,"Les saisons,The Crossing I"
278,"Golden Chicken 2,The Enigma of Love"
279,"To Live and Die in Tsimshatsui,Bullet in the Head"
280,"All's Well, Ends Well 2012,Perfect Two"
281,"Love Trilogy,Fallen City"
282,"The Days of Being Dumb,Leslie Cheung"
283,"Golden Chicken 2,July Rhapsody"
284,"Woman Who Flirt,The Crossing I"
285,"Flying With You,A Home Too Far II"
286,"Golden Chicken 2,1:99 Shorts"
287,What a Wonderful World
288,"July Rhapsody,Golden Chicken 2"
289,Viva Erotica
290,My?Rice Noodle Shop
291,"Nana's War,Princess and Seven Kung Fu Masters"
292,Saving Mr.Wu
293,"My Dear Son,Bullet in the Head"
294,"Farewell My Concubine,Left Right Love Destiny"
295,"My Dear Son,The Swordsman"
296,"Anecdote of the Court of Heaven,Flying Dagger"
297,Yesteryou Yesterme Yesterday II
298,Dearest
299,"A Chinese Ghost Story III:TaoTaoTao,The Days of Being Dumb"
300,"The Enigma of Love,Perhaps Love"
301,"Happy Together,Buenos Aires Zero Degree"
302,"True Love,Leslie Cheung"
303,"Yesteryou Yesterme Yesterday II,He Is a Woman, She Is a Man"
304,"Perhaps Love,Golden Chicken 2"
305,"Reset,The Breakup Guru"
306,"From ashes to ashes,Farewell My Concubine"
307,"L.O.R.D£¨Legend of Ravaging Dynasties£©,Cities In Love"
308,"A Chinese Ghost Story III:TaoTaoTao,To Live and Die in Tsimshatsui"
309,True Love
310,"The Enigma of Love,July Rhapsody"
311,"From ashes to ashes,Days of Being Wild"
312,"1:99 Shorts,To Live and Die in Tsimshatsui"
313,"Bullet in the Head,1:99 Shorts"
314,"Super Player,Princess and Seven Kung Fu Masters"
315,"The Kid,Days of Being Wild"
316,"Golden Chicken 2,A Chinese Ghost Story II:The Tao In Human World"
317,"Farewell My Concubine,Days of Being Wild"
318,From ashes to ashes
319,"Golden Chicken 2,Bullet in the Head"
320,"Golden Chicken 2,My Dear Son"
321,"Double Tap,Yesteryou Yesterme Yesterday II"
322,"My Dear Son,July Rhapsody"
323,"Somebody Up There Likes Me,Silent Witness"
324,"Farewell My Concubine,Moonlight Express"
325,"Buenos Aires Zero Degree,Farewell My Concubine"
326,"Double Tap,Yang ¡À Yin: Gender in Chinese Cinema"
327,"Left Right Love Destiny,Moonlight Express"
328,"Bullet in the Head,Leslie Cheung"
329,"1:99 Shorts,The Enigma of Love"
330,"Millennium Mambo,The Island"
331,"True Love,The Enigma of Love"
332,"Hongmao and Lantu:the Fire Phoenix,Nana's War"
333,Bodyguards and Assassins
334,"Yang ¡À Yin: Gender in Chinese Cinema,He Is a Woman, She Is a Man"
335,"Happy Together,Double Tap"
336,"Golden Chicken 2,Perhaps Love"
337,"True Love,The Days of Being Dumb"
338,Invisible Target
339,"The Enigma of Love,Bullet in the Head"
340,"Hollywood Hong-Kong,Hema Hema: Sing Me a Song While I Wait"
341,"The Days of Being Dumb,Bullet in the Head"
342,Drunken Master II
343,Cold War
